timestamp,metadata.location,metadata.sensorId,acceleration.x,acceleration.y,acceleration.z,_id
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,0.00062,0.00588,9.82138,677ceba7bafc1a5dacbd4c46
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,0.00372,0.02016,9.81534,677ceba6bafc1a5dacbd4c40
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,-0.01774,0.00292,9.820761,677ceba6bafc1a5dacbd4c3d
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,0.00128,0.01342,9.825521,677ceba6bafc1a5dacbd4c3a
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,0.00738,-0.03116,9.816521,677ceba6bafc1a5dacbd4c34
2025-01-07T08:54:00.000Z,3P_2HP,ACCEL001,0.03848,-0.00914,9.802641,677ceba6bafc1a5dacbd4c37
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,0.00692,-0.02676,9.78388,677ceba7bafc1a5dacbd4c5b
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,-0.01278,0.03492,9.817021,677ceba8bafc1a5dacbd4c6d
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,-0.01542,0.00716,9.848421,677ceba8bafc1a5dacbd4c6a
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,0.0299,-0.00848,9.8152,677ceba7bafc1a5dacbd4c67
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,0.00228,-0.00602,9.804081,677ceba7bafc1a5dacbd4c64
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,-0.01506,-0.01772,9.80436,677ceba7bafc1a5dacbd4c61
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,-0.00432,0.02312,9.795321,677ceba7bafc1a5dacbd4c5e
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,-0.01184,-0.00402,9.81948,677ceba7bafc1a5dacbd4c58
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,0.023,-0.00976,9.79296,677ceba7bafc1a5dacbd4c52
2025-01-07T08:54:01.000Z,3P_2HP,ACCEL001,0.01002,0.02022,9.81968,677ceba7bafc1a5dacbd4c55
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,-0.01098,0.00674,9.80654,677ceba8bafc1a5dacbd4c7f
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,-0.03678,-0.02084,9.78758,677ceba8bafc1a5dacbd4c88
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.00644,-0.02546,9.819561,677ceba8bafc1a5dacbd4c85
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.00822,0.02634,9.82332,677ceba9bafc1a5dacbd4c8b
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.009,-0.00102,9.77872,677ceba8bafc1a5dacbd4c76
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.02326,-0.00022,9.766841,677ceba8bafc1a5dacbd4c7c
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.01276,-0.00836,9.7954,677ceba8bafc1a5dacbd4c79
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,-0.01162,-0.00792,9.81478,677ceba8bafc1a5dacbd4c73
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,-0.01452,0.00248,9.789881,677ceba8bafc1a5dacbd4c70
2025-01-07T08:54:02.000Z,3P_2HP,ACCEL001,0.00502,0.01686,9.799881,677ceba8bafc1a5dacbd4c82
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,-0.01606,-0.01744,9.81958,677cebaabafc1a5dacbd4ca3
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,-0.01236,0.01328,9.783581,677cebaabafc1a5dacbd4ca6
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.0056,0.00272,9.810861,677cebaabafc1a5dacbd4ca9
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,-0.0243,-0.0123,9.83722,677ceba9bafc1a5dacbd4c97
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.01638,-0.01678,9.790841,677ceba9bafc1a5dacbd4c9d
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.00714,-0.01066,9.804761,677ceba9bafc1a5dacbd4c9a
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.00894,0.00176,9.79814,677ceba9bafc1a5dacbd4ca0
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.01542,-0.00988,9.804621,677ceba9bafc1a5dacbd4c8e
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,0.02106,0.02492,9.81818,677ceba9bafc1a5dacbd4c91
2025-01-07T08:54:03.000Z,3P_2HP,ACCEL001,-0.03182,-0.01156,9.81636,677ceba9bafc1a5dacbd4c94
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,-0.02066,-0.00194,9.774621,677cebaabafc1a5dacbd4cc1
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,0.01768,0.00672,9.823341,677cebaabafc1a5dacbd4cc7
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,0.0001,-0.00776,9.82894,677cebaabafc1a5dacbd4cbe
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,-0.00444,0.01744,9.822421,677cebaabafc1a5dacbd4cb8
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,-0.0098,-0.0098,9.793921,677cebaabafc1a5dacbd4cbb
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,0.00666,0.00152,9.80718,677cebaabafc1a5dacbd4cc4
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,0.02744,-0.00362,9.818281,677cebaabafc1a5dacbd4cb2
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,-0.00824,0.0061,9.797601,677cebaabafc1a5dacbd4cb5
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,-0.02306,-0.00692,9.81206,677cebaabafc1a5dacbd4caf
2025-01-07T08:54:04.000Z,3P_2HP,ACCEL001,0.00718,-0.00792,9.817861,677cebaabafc1a5dacbd4cac
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,-0.02716,0.00124,9.82052,677cebabbafc1a5dacbd4ccd
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,-0.03078,-0.02354,9.799761,677cebacbafc1a5dacbd4ce5
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,0.01022,0.0268,9.8292,677cebabbafc1a5dacbd4ce2
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,-0.00412,-0.00566,9.81032,677cebabbafc1a5dacbd4cdf
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,0.00066,-0.01992,9.79516,677cebabbafc1a5dacbd4cdc
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,0.0111,-0.00578,9.80528,677cebabbafc1a5dacbd4cd9
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,-0.00436,0.03112,9.82534,677cebabbafc1a5dacbd4cd6
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,0.0379,-0.00502,9.781099,677cebabbafc1a5dacbd4cca
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,0.00228,-0.04118,9.809381,677cebabbafc1a5dacbd4cd3
2025-01-07T08:54:05.000Z,3P_2HP,ACCEL001,-0.01966,-0.00092,9.80218,677cebabbafc1a5dacbd4cd0
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,0.01448,0.02136,9.8212,677cebacbafc1a5dacbd4cfa
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,0.01314,0.00184,9.78238,677cebadbafc1a5dacbd4d06
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.02438,0.0012,9.80536,677cebadbafc1a5dacbd4d03
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.02004,0.01758,9.791441,677cebacbafc1a5dacbd4d00
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.01604,0.0129,9.81674,677cebacbafc1a5dacbd4cfd
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.00616,-0.00482,9.781519,677cebacbafc1a5dacbd4cf7
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,0.01878,-0.03156,9.836981,677cebacbafc1a5dacbd4cf1
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.04052,0.03528,9.8072,677cebacbafc1a5dacbd4cf4
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,-0.00658,0.0065,9.81636,677cebacbafc1a5dacbd4cee
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,0.02428,0.01832,9.816181,677cebacbafc1a5dacbd4ceb
2025-01-07T08:54:06.000Z,3P_2HP,ACCEL001,0.0024,0.0254,9.7721,677cebacbafc1a5dacbd4ce8
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,0.0105,-0.02714,9.79066,677cebadbafc1a5dacbd4d09
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,0.01606,0.02012,9.83448,677cebadbafc1a5dacbd4d21
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,-0.00212,0.03004,9.83828,677cebadbafc1a5dacbd4d1e
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,-0.02234,-0.02138,9.82544,677cebadbafc1a5dacbd4d1b
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,0.00166,-0.01228,9.81534,677cebadbafc1a5dacbd4d15
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,0.00414,-0.01432,9.806201,677cebadbafc1a5dacbd4d18
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,-0.01296,-0.00494,9.824361,677cebadbafc1a5dacbd4d12
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,-0.00892,0.00608,9.813301,677cebadbafc1a5dacbd4d0f
2025-01-07T08:54:07.000Z,3P_2HP,ACCEL001,-0.01618,-0.0105,9.789821,677cebadbafc1a5dacbd4d0c
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,0.00076,0.00224,9.819281,677cebafbafc1a5dacbd4d3f
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,-0.0141,0.03326,9.81276,677cebafbafc1a5dacbd4d3c
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,0.0302,-0.026,9.8221,677cebaebafc1a5dacbd4d39
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,-0.00628,-0.0191,9.82572,677cebaebafc1a5dacbd4d36
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,0.00634,-0.02278,9.78382,677cebaebafc1a5dacbd4d33
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,-0.02562,-0.00302,9.785661,677cebaebafc1a5dacbd4d24
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,0.0005,0.00048,9.79044,677cebaebafc1a5dacbd4d27
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,-0.00746,-0.01934,9.80422,677cebaebafc1a5dacbd4d2a
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,-0.00686,0.02034,9.827741,677cebaebafc1a5dacbd4d2d
2025-01-07T08:54:08.000Z,3P_2HP,ACCEL001,0.01622,0.02456,9.831541,677cebaebafc1a5dacbd4d30
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,-0.0076,-0.01548,9.833501,677cebafbafc1a5dacbd4d54
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,0.00066,-0.00364,9.835701,677cebb0bafc1a5dacbd4d5a
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,-0.01086,-0.00896,9.79798,677cebb0bafc1a5dacbd4d5d
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,-0.01008,-0.00582,9.8106,677cebafbafc1a5dacbd4d57
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,0.0002,-0.02106,9.811521,677cebafbafc1a5dacbd4d4e
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,-0.01352,0.01164,9.7997,677cebafbafc1a5dacbd4d51
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,-0.02022,0.00834,9.790401,677cebafbafc1a5dacbd4d4b
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,0.00858,-0.0061,9.788701,677cebafbafc1a5dacbd4d48
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,0.01082,-0.01422,9.79802,677cebafbafc1a5dacbd4d45
2025-01-07T08:54:09.000Z,3P_2HP,ACCEL001,0.00966,0.00412,9.79164,677cebafbafc1a5dacbd4d42
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,-0.02166,-0.00432,9.79346,677cebb0bafc1a5dacbd4d60
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.02768,0.00466,9.843,677cebb1bafc1a5dacbd4d78
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,-0.00336,-0.00364,9.8118,677cebb1bafc1a5dacbd4d7b
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.01248,0.00252,9.790121,677cebb0bafc1a5dacbd4d75
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.00762,-0.00388,9.77106,677cebb0bafc1a5dacbd4d72
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,-0.02874,0.00624,9.815301,677cebb0bafc1a5dacbd4d6f
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.02082,-0.0226,9.83312,677cebb0bafc1a5dacbd4d6c
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,-0.00192,-0.0123,9.76772,677cebb0bafc1a5dacbd4d69
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.00462,0.02704,9.795281,677cebb0bafc1a5dacbd4d66
2025-01-07T08:54:10.000Z,3P_2HP,ACCEL001,0.01826,-0.0167,9.804181,677cebb0bafc1a5dacbd4d63
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,0.0007,-0.00762,9.79362,677cebb1bafc1a5dacbd4d84
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,-0.0034,-0.02844,9.824261,677cebb1bafc1a5dacbd4d99
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,-0.01978,0.00228,9.795421,677cebb1bafc1a5dacbd4d96
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,0.01754,0.01174,9.83974,677cebb1bafc1a5dacbd4d93
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,-0.00764,0.02154,9.821821,677cebb1bafc1a5dacbd4d90
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,0.01496,0.00966,9.827161,677cebb1bafc1a5dacbd4d8d
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,0.02186,-0.02404,9.783121,677cebb1bafc1a5dacbd4d8a
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,-0.0012,-0.0089,9.78114,677cebb1bafc1a5dacbd4d7e
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,-0.01658,-0.01536,9.79522,677cebb1bafc1a5dacbd4d87
2025-01-07T08:54:11.000Z,3P_2HP,ACCEL001,0.03106,-0.03454,9.7945,677cebb1bafc1a5dacbd4d81
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.00126,-0.00324,9.845922,677cebb2bafc1a5dacbd4d9f
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.00528,0.03404,9.797281,677cebb2bafc1a5dacbd4da8
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.00078,0.01218,9.834401,677cebb2bafc1a5dacbd4da2
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,0.00792,-0.00226,9.806921,677cebb2bafc1a5dacbd4da5
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.00476,-0.0153,9.79962,677cebb3bafc1a5dacbd4db7
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,0.03852,0.01116,9.83994,677cebb3bafc1a5dacbd4dab
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,0.00372,0.02956,9.81736,677cebb3bafc1a5dacbd4db1
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.0013,-0.00998,9.77902,677cebb3bafc1a5dacbd4dae
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.0085,-0.028,9.83974,677cebb3bafc1a5dacbd4db4
2025-01-07T08:54:12.000Z,3P_2HP,ACCEL001,-0.00366,0.00268,9.82004,677cebb2bafc1a5dacbd4d9c
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,-0.03796,0.00514,9.80272,677cebb3bafc1a5dacbd4dba
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,-0.02344,0.02256,9.808821,677cebb4bafc1a5dacbd4dd5
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.00042,0.00892,9.810461,677cebb4bafc1a5dacbd4dd8
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.01758,0.02432,9.81246,677cebb4bafc1a5dacbd4dd2
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,-0.01774,0.01892,9.84724,677cebb3bafc1a5dacbd4dcf
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,-0.0237,0.00398,9.80968,677cebb3bafc1a5dacbd4dcc
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.0218,-0.0208,9.7707,677cebb3bafc1a5dacbd4dc9
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,-0.01128,0.0024,9.826521,677cebb3bafc1a5dacbd4dc6
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.01696,-0.01584,9.828039,677cebb3bafc1a5dacbd4dc3
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.01162,0.00864,9.815781,677cebb3bafc1a5dacbd4dbd
2025-01-07T08:54:13.000Z,3P_2HP,ACCEL001,0.02112,-0.00902,9.83236,677cebb3bafc1a5dacbd4dc0
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,0.0083,-0.01924,9.826259,677cebb4bafc1a5dacbd4df3
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,-0.01684,-0.01564,9.817761,677cebb4bafc1a5dacbd4df0
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,-0.02194,-0.0059,9.83974,677cebb4bafc1a5dacbd4ded
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,0.00324,0.00926,9.827721,677cebb4bafc1a5dacbd4de1
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,0.0075,0.01748,9.78844,677cebb4bafc1a5dacbd4de7
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,0.01688,-0.0272,9.784221,677cebb4bafc1a5dacbd4de4
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,-0.001,0.01562,9.8049,677cebb4bafc1a5dacbd4ddb
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,-0.00698,-0.01492,9.797481,677cebb4bafc1a5dacbd4dde
2025-01-07T08:54:14.000Z,3P_2HP,ACCEL001,-0.00052,0.00906,9.81312,677cebb4bafc1a5dacbd4dea
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.00218,0.02754,9.814721,677cebb6bafc1a5dacbd4e08
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.01358,0.00764,9.803881,677cebb6bafc1a5dacbd4e05
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.01454,-0.00458,9.78454,677cebb6bafc1a5dacbd4e0b
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.0019,0.01738,9.83208,677cebb6bafc1a5dacbd4e11
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.01464,0.01268,9.817281,677cebb6bafc1a5dacbd4e0e
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.00242,-0.00504,9.79942,677cebb5bafc1a5dacbd4e02
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,0.0258,-0.00176,9.8351,677cebb5bafc1a5dacbd4dff
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,0.01216,0.02054,9.844201,677cebb5bafc1a5dacbd4df6
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,-0.00754,0.02446,9.806561,677cebb5bafc1a5dacbd4df9
2025-01-07T08:54:15.000Z,3P_2HP,ACCEL001,0.00746,-0.00344,9.801481,677cebb5bafc1a5dacbd4dfc
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,0.01204,-0.0065,9.8144,677cebb6bafc1a5dacbd4e17
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,-0.0045,0.02016,9.825961,677cebb7bafc1a5dacbd4e2f
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,0.00784,0.00708,9.82392,677cebb7bafc1a5dacbd4e2c
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,-0.00312,-0.01682,9.82966,677cebb6bafc1a5dacbd4e29
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,0.03162,-0.01846,9.802299,677cebb6bafc1a5dacbd4e20
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,-0.00122,0.01602,9.7914,677cebb6bafc1a5dacbd4e1a
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,0.01862,0.0208,9.80296,677cebb6bafc1a5dacbd4e1d
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,0.02378,0.01002,9.83742,677cebb6bafc1a5dacbd4e23
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,-0.00878,-0.01816,9.845761,677cebb6bafc1a5dacbd4e26
2025-01-07T08:54:16.000Z,3P_2HP,ACCEL001,-0.00106,-0.01386,9.80012,677cebb6bafc1a5dacbd4e14
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.02176,-0.01418,9.797081,677cebb8bafc1a5dacbd4e4d
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,0.03646,-0.01506,9.780359,677cebb8bafc1a5dacbd4e4a
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.01202,0.02402,9.78148,677cebb7bafc1a5dacbd4e47
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.01608,-0.02096,9.802561,677cebb7bafc1a5dacbd4e44
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.00332,-0.01434,9.78764,677cebb7bafc1a5dacbd4e3e
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.00358,0.02152,9.815981,677cebb7bafc1a5dacbd4e35
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.02054,0.00912,9.81296,677cebb7bafc1a5dacbd4e38
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.00822,0.00126,9.838961,677cebb7bafc1a5dacbd4e32
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,-0.01692,-0.00278,9.818281,677cebb7bafc1a5dacbd4e3b
2025-01-07T08:54:17.000Z,3P_2HP,ACCEL001,0.00266,-0.00068,9.794401,677cebb7bafc1a5dacbd4e41
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.00626,0.00154,9.79838,677cebb8bafc1a5dacbd4e50
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,0.01274,0.00138,9.812261,677cebb9bafc1a5dacbd4e6b
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.00692,-0.03666,9.796361,677cebb9bafc1a5dacbd4e68
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.01546,0.0053,9.797561,677cebb8bafc1a5dacbd4e62
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.02656,-0.0125,9.796381,677cebb8bafc1a5dacbd4e65
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,0.02748,0.00674,9.787121,677cebb8bafc1a5dacbd4e5f
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.02378,0.01676,9.815321,677cebb8bafc1a5dacbd4e5c
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,0.0177,-0.0065,9.8097,677cebb8bafc1a5dacbd4e59
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,0.0294,-0.02632,9.80188,677cebb8bafc1a5dacbd4e56
2025-01-07T08:54:18.000Z,3P_2HP,ACCEL001,-0.00384,0.00238,9.793961,677cebb8bafc1a5dacbd4e53
2025-01-07T08:54:19.000Z,3P_2HP,ACCEL001,0.0111,0.01888,9.833,677cebbabafc1a5dacbd4e86
2025-01-07T08:54:19.000Z,3P_2HP,ACCEL001,-0.00036,-0.00914,9.80834,677cebbabafc1a5dacbd4e83
2025-01-07T08:54:19.000Z,3P_2HP,ACCEL001,0.00776,-0.03286,9.80776,677cebb9bafc1a5dacbd4e71
2025-01-07T08:54:19.000Z,3P_2HP,ACCEL001,0.00448,-0.03546,9.80574,677cebbabafc1a5dacbd4e89
